,GaussianNB Precision,GaussianNB Recall,Random Forest Precision,Random Forest Recall,AdaBoost Precision,AdaBoost Recall,KNN Precision,LNN Recall,LDA Precision,LDA Recall,Decision Tree Precision,Decision Tree Recall,Logistic Regression Precision,Logistic Regression Recall,RBF SVM Precision,RBF SVM Recall,Linear SVM Precision,Linear SVM Recall,XGBoost Precision,XGBoost Recall
0,0.21709006928406466,1.0,0.4585365853658537,1.0,0.38524590163934425,1.0,0.16291161178509533,1.0,0.4177777777777778,1.0,0.16291161178509533,1.0,0.25,1.0,0.3026729559748428,1.0,0.2079646017699115,1.0,0.5433526011560693,1.0
1,0.2152777777777778,0.9893617021276596,0.45588235294117646,0.9893617021276596,0.38271604938271603,0.9893617021276596,0.5266272189349113,0.9468085106382979,0.41517857142857145,0.9893617021276596,0.4666666666666667,0.8936170212765957,0.248,0.9893617021276596,0.32187761944677284,0.9974025974025974,0.20620842572062084,0.9893617021276596,0.5406976744186046,0.9893617021276596
2,0.21577726218097448,0.9893617021276596,0.458128078817734,0.9893617021276596,0.384297520661157,0.9893617021276596,0.63,0.6702127659574468,0.4170403587443946,0.9893617021276596,0.5899280575539568,0.8723404255319149,0.24866310160427807,0.9893617021276596,0.4888304862023653,0.9662337662337662,0.20666666666666667,0.9893617021276596,0.543859649122807,0.9893617021276596
3,0.21627906976744185,0.9893617021276596,0.4603960396039604,0.9893617021276596,0.3891213389121339,0.9893617021276596,0.6818181818181818,0.4787234042553192,0.4189189189189189,0.9893617021276596,0.6015625,0.8191489361702128,0.24932975871313673,0.9893617021276596,0.496,0.9662337662337662,0.2071269487750557,0.9893617021276596,0.5470588235294118,0.9893617021276596
4,0.21678321678321677,0.9893617021276596,0.4626865671641791,0.9893617021276596,0.3907563025210084,0.9893617021276596,0.7692307692307693,0.3191489361702128,0.42081447963800905,0.9893617021276596,1.0,0.0,0.25,0.9893617021276596,0.5254237288135594,0.9662337662337662,0.20758928571428573,0.9893617021276596,0.5502958579881657,0.9893617021276596
5,0.21728971962616822,0.9893617021276596,0.465,0.9893617021276596,0.3940677966101695,0.9893617021276596,0.8333333333333334,0.2127659574468085,0.42272727272727273,0.9893617021276596,,,0.25067385444743934,0.9893617021276596,0.6390423572744015,0.9012987012987013,0.2080536912751678,0.9893617021276596,0.5535714285714286,0.9893617021276596
6,0.21779859484777517,0.9893617021276596,0.46733668341708545,0.9893617021276596,0.39574468085106385,0.9893617021276596,0.75,0.06382978723404255,0.4246575342465753,0.9893617021276596,,,0.25135135135135134,0.9893617021276596,0.7222222222222222,0.8103896103896104,0.2085201793721973,0.9893617021276596,0.5568862275449101,0.9893617021276596
7,0.21830985915492956,0.9893617021276596,0.4696969696969697,0.9893617021276596,0.3974358974358974,0.9893617021276596,0.75,0.031914893617021274,0.42660550458715596,0.9893617021276596,,,0.25203252032520324,0.9893617021276596,0.7270588235294118,0.8025974025974026,0.20898876404494382,0.9893617021276596,0.5602409638554217,0.9893617021276596
8,0.2188235294117647,0.9893617021276596,0.4720812182741117,0.9893617021276596,0.39914163090128757,0.9893617021276596,1.0,0.010638297872340425,0.42857142857142855,0.9893617021276596,,,0.25271739130434784,0.9893617021276596,1.0,0.0,0.20945945945945946,0.9893617021276596,0.5636363636363636,0.9893617021276596
9,0.21933962264150944,0.9893617021276596,0.4744897959183674,0.9893617021276596,0.40086206896551724,0.9893617021276596,1.0,0.0,0.4305555555555556,0.9893617021276596,,,0.25340599455040874,0.9893617021276596,,,0.20993227990970656,0.9893617021276596,0.5670731707317073,0.9893617021276596
10,0.2198581560283688,0.9893617021276596,0.47692307692307695,0.9893617021276596,0.4025974025974026,0.9893617021276596,,,0.4325581395348837,0.9893617021276596,,,0.2540983606557377,0.9893617021276596,,,0.21040723981900453,0.9893617021276596,0.5705521472392638,0.9893617021276596
11,0.22037914691943128,0.9893617021276596,0.4793814432989691,0.9893617021276596,0.4043478260869565,0.9893617021276596,,,0.43457943925233644,0.9893617021276596,,,0.2547945205479452,0.9893617021276596,,,0.2108843537414966,0.9893617021276596,0.5740740740740741,0.9893617021276596
12,0.2209026128266033,0.9893617021276596,0.48186528497409326,0.9893617021276596,0.40611353711790393,0.9893617021276596,,,0.43661971830985913,0.9893617021276596,,,0.2554945054945055,0.9893617021276596,,,0.21136363636363636,0.9893617021276596,0.577639751552795,0.9893617021276596
