#chrm,start,stop,band,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
10,91100001,92300000,10q23.32,-0.090765679,-0.025835,-0.087269231,-0.190107143,-0.055625,-0.105992593,-0.028625,-0.011636364,-0.086686957,-0.058627273,-0.036071429,-0.113909091,-0.123448276,-0.08205,-0.039895238,-0.0541875,-0.051916854,-0.258471852,-0.136651852,-0.108571429,0,-0.0468835,-0.077538462,-0.109266667,-0.197172414,-0.042709036,-0.045611111,-0.077319718,-0.054672,-0.053665909,-0.105405217,-0.030642857
10,92300001,95300000,10q23.33,-0.094165066,-0.040085185,-0.066558405,-0.198990741,-0.034453704,-0.077392318,-0.040032407,-0.056651515,-0.106798712,-0.052954545,-0.039124339,-0.084481481,-0.123448276,-0.046244444,-0.024830688,-0.0541875,-0.046693716,-0.254151166,-0.14500823,-0.057420635,-0.054233333,-0.033236852,-0.027737892,-0.094015638,-0.146902937,-0.037735163,-0.091222222,-0.082611633,-0.067634074,-0.076561869,-0.124183575,-0.00844709
10,95300001,97500000,10q24.1,-0.105217438,-0.053540625,-0.040283654,-0.225294643,-0.018861328,-0.068909722,-0.08614974,-0.12390625,-0.103442935,-0.051995739,-0.036071429,-0.068387784,-0.090899784,0.031740625,-0.022796131,-0.0541875,-0.088869382,-0.266233102,-0.153040278,-0.016147321,-0.0855,-0.03992375,0.024644231,-0.117926389,-0.11128125,-0.034436559,-0.086225694,-0.109027289,-0.09646625,-0.097357955,-0.185546467,0.041796875
10,97500001,100100000,10q24.2,-0.115059342,-0.099038333,-0.065846154,-0.271522619,-0.0248375,-0.05968642,-0.088159722,-0.138343939,-0.149984058,-0.022272727,-0.036071429,-0.102565152,-0.101673563,-0.02636,-0.052190476,-0.0541875,-0.100765169,-0.278999259,-0.165726173,-0.054142857,-0.0855,-0.044873833,-0.009676923,-0.156543704,-0.168097701,-0.044730924,-0.092,-0.117280047,-0.095694667,-0.110048485,-0.189043768,0.039692857
10,100100001,101200000,10q24.31,-0.106124737,-0.115592593,-0.096792023,-0.271641534,-0.031332176,-0.03109465,-0.134800926,-0.171855219,-0.129753623,-0.027026936,-0.036071429,-0.157606061,-0.107413793,-0.033998148,-0.052190476,-0.0541875,-0.115443612,-0.268120713,-0.163843896,-0.117148148,-0.0855,-0.036469444,-0.019230769,-0.156553086,-0.265478927,-0.035420571,-0.092,-0.122016693,-0.076308148,-0.119395202,-0.162902415,0.037928571
10,101200001,103100000,10q24.32,-0.100910288,-0.107013095,-0.096550672,-0.254482993,-0.04855878,0.020804233,-0.102771825,-0.183010823,-0.108616977,-0.022272727,-0.036071429,-0.189822511,-0.082032841,-0.018,-0.022791383,-0.0541875,-0.115288925,-0.257597707,-0.140419929,-0.115857143,-0.0855,-0.02732131,-0.015131868,-0.140777778,-0.248199507,-0.034310528,-0.092,-0.123931757,-0.093241905,-0.109681006,-0.154162319,0.039695578
10,103100001,104000000,10q24.33,-0.118073638,-0.119916176,-0.109138763,-0.23787605,-0.0671875,-0.01530719,-0.120012255,-0.173681818,-0.113086957,-0.026414439,-0.036071429,-0.23678877,-0.10659432,-0.023055882,-0.018282913,-0.0541875,-0.125391937,-0.264040087,-0.137386492,-0.115857143,-0.084970588,-0.028940588,0.002606335,-0.164759477,-0.301669371,-0.039344437,-0.092,-0.137850041,-0.082952941,-0.119985963,-0.173862404,0.036071429
10,104000001,110100000,10q25.1,-0.097364198,-0.06758125,-0.098996795,-0.180901786,-0.05715625,-0.016381944,-0.10359375,-0.165863636,-0.124046196,-0.01703125,-0.0315625,-0.242039773,-0.101015086,0.02805,0.008502976,-0.0541875,-0.10073736,-0.197881481,-0.136781481,-0.107982143,-0.0837,-0.030309063,-0.002024038,-0.111816667,-0.25649569,-0.034005271,-0.059145833,-0.11546831,-0.1231825,-0.117622159,-0.141816304,0.100665179
10,110100001,113100000,10q25.2,-0.024958669,-0.005704348,-0.082431438,-0.025281056,-0.000509511,0.025425121,-0.079730072,-0.068889328,0.033750473,-0.005790514,-0.016273292,-0.081685771,-0.028310345,0.088554348,0.028766046,-0.003872283,-0.032022472,-0.085453462,-0.076808052,0.069524845,-0.0837,-0.008673696,0.087578595,-0.013314976,-0.063394303,-0.020123363,0.026777778,-0.05053613,-0.04945913,-0.076749506,-0.061665406,0.119462733
10,113100001,117300000,10q25.3,-0.015958623,-0.023565909,-0.035769231,-0.046199134,-0.006461174,0.010735129,-0.051368687,-0.03257989,-0.019831357,-0.04957438,-0.037428571,-0.07503719,0.012985371,0.038174242,0.067148629,0,-0.023406197,-0.069721886,-0.039573288,0.088954545,-0.085815152,0.009505,0.047729604,0.008659933,-0.000871473,-0.022178532,0.034612795,-0.038348058,-0.11658303,-0.070150138,-0.050744928,0.138075758
10,117300001,119900000,10q26.11,-0.010543098,-0.017665909,-0.050899767,-0.051873377,-0.038994318,-0.034377104,-0.05917803,-0.061198347,-0.106098814,-0.051578512,-0.037428571,-0.139371901,0.013257053,-0.046795455,0.00011039,0,-0.015161389,-0.083022222,-0.033161616,0.004688312,-0.0837,0.020620909,-0.121587413,0.018018182,0.038202194,-0.007624042,0.014161616,-0.02375032,-0.109865455,-0.101775826,-0.038856917,0.120435065
10,119900001,121400000,10q26.12,0.002478395,-0.00326875,-0.054698718,-0.024285714,-0.044867188,-0.037814815,-0.072416667,-0.064,-0.065173913,-0.049681818,-0.037428571,-0.143590909,0.014474138,-0.0790375,-0.006321429,0,-0.005179775,-0.072407407,-0.045875926,0.047517857,-0.0837,0.02374125,-0.137596154,0.015338889,0.007534483,0.007563253,0.002555556,-0.015832746,-0.08378,-0.10265625,-0.042995652,0.115142857
10,121400001,125700000,10q26.13,0.034587767,0.094717614,-0.011150932,0.079305195,0.030910511,0.03954798,-0.062120265,0.049201446,0.06820751,-0.039783058,-0.021063312,-0.010448347,0.117570533,0.036964773,0.12841342,0.012507102,0.05330618,-0.017359596,-0.01403569,0.167862013,-0.0837,0.028768295,-0.006541958,0.027909596,0.04829232,0.002735624,0.151737374,0.04437468,-0.03213,-0.045040031,0.003216008,0.254928571
10,125700001,128800000,10q26.2,0.046215764,0.094844231,0.028550296,0.1365,0.013435096,0.070162393,-0.037650641,0.054513986,0.028852843,-0.029503497,0.0405,0.007227273,0.135137931,-0.013219231,0.123703297,0.0366875,0.056156439,-0.002989174,-0.00542963,0.148483516,-0.093969231,0.026111538,0.002846154,0.049039316,0.06593634,0.005926784,0.144666667,0.055,-0.06224,-0.04598514,0.038090301,0.368241758
10,128800001,133797422,10q26.3,0.031943827,0.064826923,0.026846154,0.028151099,-0.006510216,0.121816952,-0.072851763,0.039271853,-0.028975753,-0.044965035,0.11575,-0.023027098,0.149170424,-0.109005769,0.082619048,0.0366875,0.064355013,-0.031079487,-0.053881197,0.132505495,-0.0837,0.020373942,-0.034325444,0.024651282,0.030135279,-0.001894115,0.112771368,0.027914139,-0.033530769,-0.048246285,0.034681773,0.400718407
11,48800001,51000000,11p11.12,0.022723008,0.012606818,0.045529138,0.121324675,0.047963068,0.029367003,0.059897727,0.010909091,0.072687747,0.020413223,-0.025428571,0.011338843,-0.010206897,0.080431818,0.016688312,0.0283125,0.004858018,0.05753064,0.039495623,0.108409091,0.007472727,0.022446364,0,0.035905051,0.173137931,0.016600767,0.043111111,0.005861716,-0.039956364,0.036847107,0.031252964,0.059285714
11,43400001,48800000,11p11.2,0.027143368,0.048270513,0.033923077,0.061711081,0.089664663,0.039389839,0.029979701,0.002721445,0.193010591,0.011965035,0.001050366,0.0237669,0.006619805,0.10330641,0.012874237,0.022469551,0.011835494,0.014668851,0.051830104,0.112978022,0,0.017890577,0,0.047202849,0.11845137,0.014245675,0.000417379,-0.007412423,-0.071965128,0.018163462,0.019324749,0.028532967
11,36400001,43400000,11p12,0.025510288,0.045433333,0.012424501,0.053134921,0.047572917,0.05426749,0.028962963,0.062040404,0.154439614,0.015888889,-0.071492063,0,0.010015326,0.098833333,0.018582011,0.035298611,0.006066167,0.012049383,0.063440329,0.001444444,-0.044,0.023707778,0.003076923,0.070632099,0.138475096,0.024027443,0.007283951,-0.005431142,-0.056235556,0.058402778,0.03008599,-0.018928571
11,31000001,36400000,11p13,0.068789418,0.046963095,0.038473748,0.099810374,0.142607143,0.132931217,0.045646825,0.085270563,0.276507246,0.019363636,0.156130952,0.013487013,0.0012422,0.018553571,0.033645125,0.140215774,0.077213216,0.080394356,0.078367372,0.016127551,0.075054762,0.061929405,0.041067766,0.086345503,0.141137931,0.052359725,0.026441799,0.068429242,0.07474,0.080584145,0.073126087,0.074440476
11,27200001,31000000,11p14.1,0.041693474,0.034803571,0.026783883,0.046533163,0.066734375,0.076431217,0.001529762,0.090886364,0.124940994,-0.006207792,0.09994898,0.003185065,0.078805419,0.016960714,0,0.057348214,0.08964687,0.088122751,0.039330688,0.033617347,0.206071429,0.015809286,0.056186813,0.0243,0.155165025,0.017435026,0.000936508,0.044585513,0.017482857,0.005741883,0.059908696,0.019872449
11,26200001,27200000,11p14.2,0.035548642,0.047865,0.028594872,0.073107143,0.04115625,0.019762963,-0.024166667,0.037272727,0.103530435,-0.019727273,0.050785714,0.064418182,0.110517241,0.04785,0.020114286,0,0.052521348,0.08884,0.038474074,0.008285714,0.22646,0.003777,0.092384615,0.004306667,0.207793103,-0.005251807,-0.012155556,0.026426761,0.02704,0.004065909,0.041843478,-0.077714286
11,22000001,26200000,11p14.3,-0.013789418,0.017064286,-0.035032967,0.030239796,0.000325893,-0.032603175,-0.025880952,-0.005032468,0.067565217,-0.016551948,0.107806122,-0.028253247,-0.076802956,-0.065142857,0.006020408,0.006633929,0.003375602,0.020058201,0.024541799,0.015438776,-0.0982,-0.013812857,0.009725275,-0.0514,0.031049261,-0.010156627,0.014047619,-0.014103622,0.003457143,-0.03338961,-0.013018634,0.008020408
11,16900001,22000000,11p15.1,-0.036128637,0.019159314,-0.113393665,0.014193978,0.003570466,-0.026400871,-0.069771242,-0.037868984,0.005902813,-0.033679144,-0.062696078,-0.060082888,-0.101569304,-0.088843137,0.025603175,-0.000427696,-0.055220533,-0.053692084,-0.056887582,0.132683473,-0.102717647,-0.01268451,-0.009886878,-0.097766885,-0.12196687,-0.028743326,0.004215686,-0.075074289,-0.022161569,-0.067095588,-0.06928133,-0.043603641
11,13800001,16900000,11p15.2,-0.047069907,0.00231875,-0.171213141,-0.006794643,0.000515625,-0.035891204,-0.12534375,-0.023730114,0.03725,-0.024241477,-0.042245536,-0.071366477,-0.084935345,-0.064853125,0.083136905,0,-0.067389045,-0.094085185,-0.081734722,0.070388393,-0.05709375,-0.001587187,0.007072115,-0.116395833,-0.108661638,-0.028746611,0.043020833,-0.104277729,-0.09442,-0.109171875,-0.089240761,-0.035339286
11,11700001,13800000,11p15.3,-0.08353465,-0.049691667,-0.173329915,-0.060392857,-0.032066667,-0.067644444,-0.178436111,-0.086966667,0.011086957,-0.016030303,-0.064571429,-0.205242424,-0.103724138,-0.087576667,0.020952381,0.00215,-0.119961049,-0.16637284,-0.090251358,0.014509524,-0.0982,-0.014926,-0.033923077,-0.182337778,-0.106034483,-0.04684257,0,-0.151912676,-0.138192,-0.146700758,-0.11369913,-0.077771429
11,2800001,11700000,11p15.4,-0.133530638,-0.154614714,-0.189806886,-0.055764694,-0.103289821,-0.140295026,-0.19854619,-0.231489351,-0.035321739,-0.047677662,-0.098664898,-0.212149351,-0.130957241,-0.097166,0.004952925,0.007364643,-0.186179775,-0.21616381,-0.107067937,-0.040420408,-0.095122857,-0.040802571,0.006101978,-0.20209981,-0.176136355,-0.065312668,-0.003308571,-0.22492998,-0.196444114,-0.186278247,-0.169211925,-0.103891429
11,1,2800000,11p15.5,-0.141848899,-0.217715722,-0.160278615,-0.109504418,-0.045677513,-0.139317297,-0.227611684,-0.21467104,-0.087761542,-0.080021556,-0.141245214,-0.220584817,-0.072862069,-0.094640206,0.009690231,0.044044459,-0.225917294,-0.211320122,-0.090803589,-0.068179676,-0.026048454,-0.051858557,0.007230769,-0.175792898,-0.183100249,-0.095362005,-0.017777778,-0.264827646,-0.186352577,-0.21954686,-0.160723084,-0.126493373
11,53400001,55800000,11q11,0.025765432,-0.001275,0.050205128,0.166571429,0.05246875,0,0.015458333,0.010909091,0,0,-0.028428571,0,-0.010206897,0.10885,0,0.0283125,-0.001932584,0.059281481,0.052748148,0.1035,0,0.036505,0,0.064733333,0.240965517,0.035271084,0.043111111,-0.000556338,-0.01088,0.05325,0.044208696,0.008642857
11,55800001,60100000,11q12.1,0.024492213,0.002904808,0.059235947,0.069058036,0.088379808,0.00712963,0.02594391,-0.003662587,0.027736622,0.024434003,0.001785714,0.001095717,0.036259947,0.127534135,0.00047848,0.0283125,0.012683881,0.048208262,0.053187536,0.092938187,0.000643269,0.039479183,0.000494822,0.022235897,0.177397878,0.029653267,0.043111111,0.008087486,0.043184615,0.046576049,0.04858888,-0.001701923
11,60100001,61900000,11q12.2,0.025197056,0.00345,0.072249507,-0.020214286,0.100205529,0.010254986,0.056544872,0.006411713,0.005699833,0.029954545,0.034857143,0.04679021,0.046072281,0.124854808,0,0.0283125,0.034127269,0.042171225,0.032168234,0.090571429,0,0.037553077,0.01008432,0.031859402,0.077261273,0.020540663,0.043111111,0.005069881,0.05476,0.003536058,0.046111538,0.018846154
11,61900001,63600000,11q12.3,0.048359984,0.02668373,0.089978022,0.023668934,0.100871032,-0.034087596,0.06235582,0.036029582,0.062930987,0.029954545,0.041012472,0.060137085,0.067517789,0.146653175,0.018761905,0.0283125,0.077457107,0.079615168,0.051819753,0.101250567,-0.04964127,0.068330635,0.030846154,0.051892063,0.07594855,0.030233697,0.03642328,0.001123072,0.04164254,0.046034091,0.091155003,0.035088435
11,63600001,66100000,11q13.1,0.076152469,0.033205134,0.140546016,0.06028125,0.111979353,0.024789683,0.122385417,0.044730519,0.205316382,0.019900568,0.048428571,0.065293831,0.05204064,0.209904018,0.045894133,0.063133929,0.095444723,0.065199339,0.085322751,0.102660714,0.237901786,0.057657232,-0.003121566,0.078531944,0.117320197,0.033983434,0.022589286,0.0386521,0.063641071,0.050214489,0.129273991,0.072533801
11,66100001,68700000,11q13.2,0.088715329,0.028955208,0.1710349,0.060947917,0.12846658,0.057657407,0.142811343,0.090005682,0.19044686,0.095534091,0.089197421,0.061198232,0.038933429,0.172039583,0.013806878,0.05434375,0.113743134,0.083686934,0.120902675,0.06102381,0.165277778,0.078922292,0.057076923,0.089116049,0.125643678,0.057664324,0.05175,0.053979264,0.097366667,0.117699968,0.15921087,0.10103869
11,68700001,70500000,11q13.3,0.126284063,0.014325,0.125118881,0.083900974,0.15834375,0.085449495,0.161416667,0.157429752,0.136160079,0.092136364,0.144597403,0.041280992,0.26176489,0.286020455,-0.023504329,0.0650625,0.158275792,0.10879697,0.167568013,0.155837662,0.509731818,0.1339625,0.080958042,0.12049798,0.278683386,0.113844743,0.474868687,0.098865557,0.073036364,0.250577996,0.170635178,0.151756494
11,70500001,75500000,11q13.4,0.14521989,0.061391319,0.18627208,0.147580853,0.203186632,0.111388889,0.160360532,0.159159091,0.155519324,0.092136364,0.106822421,0.079955808,0.206625479,0.209609722,0.009651455,0.003614583,0.193634988,0.159552778,0.197748971,0.243963294,0.0774875,0.174481181,0.154998932,0.185324691,0.157947318,0.128645582,0.231225309,0.112600254,0.120286111,0.224745896,0.204119082,0.25021131
11,75500001,77400000,11q13.5,0.228790643,0.114175,0.210147099,0.11625188,0.21171875,0.117120858,0.217300439,0.192617225,0.261116705,0.087892344,0.153270677,0.090255981,0.194647913,0.245594737,0.007220551,-0.005835526,0.297628622,0.190826121,0.317502534,0.450492481,0.139757895,0.260328421,0.192805668,0.362092398,0.195640653,0.228822131,0.35502924,0.173558933,0.257073684,0.299815191,0.304948284,0.364383459
11,77400001,85900000,11q14.1,0.21219231,0.119769286,0.150983883,0.161239796,0.177300893,0.085728042,0.230285714,0.267801299,0.382821118,0.063912987,0.174893878,0.072614286,0.10515468,0.04494,0.038583673,0.023435714,0.332066774,0.22454963,0.264088254,0.310208163,-0.059605714,0.199854286,0.16592967,0.311709841,0.257065025,0.159461962,0.143212698,0.226371026,0.173219429,0.328260065,0.264445963,0.221618367
11,85900001,88600000,11q14.2,0.139750794,0.099973214,0.171857143,0.150558673,0.110910714,0.130830688,0.239178571,0.340775974,0.299779503,0.044818182,0.138204082,0.118435065,0.136571429,0.037625,0.039863946,0.062232143,0.22632183,0.174150794,0.139390476,0.132346939,-0.050764286,0.073980357,0.218769231,0.187593651,0.22767734,0.075237522,0.187722222,0.213703722,0.054102857,0.235393669,0.158047205,0.146867347
