#chrm,start,stop,band,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
13,34900001,39500000,13q13.3,-0.031419183,-0.081085577,-0.022279093,0.001601648,0.06355649,0.034192308,-0.017152244,0.005085664,0.057847826,-0.129769231,-0.075928571,-0.002667832,0.104791777,-0.057465385,0.098362637,-0.044625,-0.015987468,0.010930199,-0.125348433,-0.114447802,0.1366,-0.035003077,0.029698225,-0.080883761,0.011066313,0.021337349,-0.127692308,-0.076494041,-0.084021538,0.012764423,-0.08160602,-0.028392857
13,39500001,44600000,13q14.11,-0.048328395,-0.093279605,-0.031865722,-0.011221805,0.008446546,0.017579922,-0.023788377,0.012854067,0.039112128,-0.156477273,-0.065541353,-0.047797847,0.050517241,-0.038788158,0.089677945,-0.037578947,-0.066863986,-0.039990058,-0.132684016,-0.142789474,-0.00115,-0.036456579,-0.110708502,-0.041061404,0.010396552,0.012828313,-0.196666667,-0.104860082,-0.128683158,-0.036082835,-0.109603661,0.079719925
13,44600001,45200000,13q14.12,-0.039755556,-0.083725,0.000158974,-0.108121429,0.03603125,0.103674074,0.072041667,0.011772727,0.173947826,-0.145863636,-0.005714286,0.015318182,0.109296552,-0.04905,0.259,0,-0.089051685,-0.05858963,-0.123404444,-0.166428571,0.1754,-0.038705,-0.134076923,-0.008044444,0.03322069,0.001373494,-0.196666667,-0.114132394,-0.131048,-0.070134091,-0.1096,0.141942857
13,45200001,46700000,13q14.13,-0.043559083,-0.083564286,-0.013717949,-0.080362245,0.034772321,0.085613757,0.072041667,0.007340909,0.169304348,-0.145863636,-0.011943878,0.015318182,0.096381773,-0.06155,0.259,0,-0.08784992,-0.064474074,-0.134713228,-0.166428571,0.1754,-0.0399025,-0.134076923,-0.013244444,0.016192118,-0.002924699,-0.196666667,-0.116494467,-0.158894286,-0.076982955,-0.105503727,0.097056122
13,46700001,50300000,13q14.2,-0.062333873,-0.067935938,-0.059338141,-0.110112723,-0.014913086,0.052043981,0.013227865,0.030745739,-0.00603125,-0.116176136,-0.081678571,-0.039875,0.076826509,-0.116045313,0.106330357,-0.003457031,-0.098170997,-0.095060185,-0.157186806,-0.164631696,0.05984375,-0.042009375,-0.180913462,-0.076061806,0.002639009,-0.015150791,-0.204940972,-0.110507482,-0.1824025,-0.051133878,-0.103660326,-0.026383929
13,50300001,54700000,13q14.3,-0.048478272,-0.051095,-0.034506838,-0.07454881,-0.018577083,0.047632099,0.011752778,0.034909091,0.061601449,-0.109863636,-0.058,-0.040224242,0.089142529,-0.045708333,0.11491746,0,-0.083140449,-0.085883951,-0.119815556,-0.166428571,0.053206667,-0.031903667,-0.184384615,-0.065325185,0.071021839,-0.010843976,-0.044251852,-0.076057042,-0.114205333,-0.020347727,-0.077186377,-0.029214286
13,54700001,59000000,13q21.1,-0.022838272,-0.0299,-0.027098291,-0.028071429,-0.0284375,0.02537037,0.002618056,0.072674242,0.025572464,-0.036045455,-0.058,0.041818182,0.011724138,-0.0785,0.06147619,0,-0.020910112,-0.034222222,-0.083749383,-0.166428571,0.0492,0.003945,-0.120846154,-0.066711111,0.049896552,-0.007789157,-0.109111111,-0.035368545,-0.097953333,0.019988636,0.001888406,0.004130952
13,59000001,61800000,13q21.2,-0.016706173,-0.0227,-0.061333333,-0.050392857,-0.0845875,-0.024333333,-0.074825,0.071363636,0.107252174,-0.036045455,0,-0.010409091,-0.005551724,-0.12844,0.030857143,0,-0.017350562,-0.020605926,-0.052976296,-0.195728571,-0.0657,0.009834,-0.093846154,-0.028008889,0.146648276,-0.011431325,-0.046777778,-0.027566197,-0.014136,0.002706818,0.011982609,0.071071429
13,61800001,65200000,13q21.31,-0.002271605,0.068025,0.021948718,-0.055214286,0.04125,-0.024333333,0.092958333,0.071363636,-0.011217391,-0.036045455,0,0,-0.005551724,0.0729,0.030857143,0,-0.021730337,-0.016125926,-0.023940741,0.092785714,-0.0657,0.029,-0.093846154,-0.0462,-0.006275862,-0.003542169,0.032222222,-0.029964789,-0.07756,-0.013534091,0.020478261,0.071071429
13,65200001,68100000,13q21.32,0.00082963,0.06075,0.021948718,-0.003964286,0.0245625,-0.024333333,0.080833333,0.123272727,0.031695652,0.015863636,0,0.009727273,-0.034,0.0762,0.017,0,-0.004764045,-0.014274074,-0.005918519,0.092785714,-0.0657,0.00521,-0.134923077,-0.023444444,-0.082413793,0.02386747,0.141333333,-0.042253521,-0.11604,0.009931818,0.079078261,0.071071429
13,68100001,72800000,13q21.33,0.011271111,0.03726,0.028251282,0.044071429,0.00696875,0.011614815,-0.01495,-0.036309091,0.170608696,-0.066527273,0,0.053945455,0.046241379,0.11402,0.05852381,0,0.032606742,0.013,0.024288889,0.004885714,0.0025,0.021723,-0.049276923,-0.00848,0.015972414,0.007096386,0.062333333,-0.004159155,-0.06152,0.007936364,0.054081739,-0.008842857
13,72800001,74900000,13q22.1,0.023081481,0.058625,0.083213675,0.086565476,-0.02609375,-0.003549383,0.056506944,-0.031666667,0.204376812,-0.013757576,0,0.102651515,0.05004023,0.087783333,0.05852381,0,0.034985019,0.030487654,0.062132099,0,0.008333333,0.038575833,0.040025641,0.043155556,0.004741379,0.006790161,0.075907407,0.003616197,-0.05886,0.018647727,0.064234783,0.064380952
13,74900001,76700000,13q22.2,0.016788642,0.076035,0.104676923,0.0285,-0.02609375,-0.00762963,-0.023083333,-0.031181818,0.061695652,-0.029863636,0,0.063090909,0.034289655,0.05386,0.059619048,0,0.042193258,0.039711111,0.069671111,0,0.03222,0.026746,0.012769231,0.073315556,0.002337931,0.006981928,0.062333333,0.013387324,-0.083312,0.027390909,0.073815652,0.197
13,76700001,78500000,13q22.3,0.028271605,0.087102778,0.118162393,0.032880952,-0.005746528,-0.004567901,-0.02699537,-0.009813131,0.090690821,-0.029863636,0,0.050919192,0.077689655,0.097416667,0.05852381,0,0.032042447,0.054790947,0.076878189,-0.006706349,0.045666667,0.02441,0.131307692,0.098106173,0.015977011,-0.00026506,0.062333333,0.021810642,-0.026964444,0.013828283,0.072952657,0.197
13,78500001,87100000,13q31.1,0.030045062,0.0916875,0.075705128,0.035946429,-0.040589844,-0.00762963,-0.018208333,-0.036096591,0.042657609,-0.015835227,0,0.050659091,0.0355,0.0357875,0.066845238,0,0.051120787,0.043587963,0.083410185,0,0.054875,0.023691875,0.01225,0.080897222,0.023215517,-0.004524849,0.065152778,0.027538732,-0.059745,-0.003205966,0.075304348,0.235428571
13,87100001,89400000,13q31.2,0.042975309,0.058125,0.073358974,0.029785714,0.01646875,0.018925926,-0.003583333,-0.051454545,0.085217391,0.024454545,0,0.079090909,0.018068966,0.0446,0.092666667,0,0.054011236,0.061466667,0.110641975,0.051214286,0.0374,0.033215,-0.010307692,0.082948148,0.012724138,-0.009074297,0.084888889,0.0557723,-0.06648,-0.0055,0.081617391,0.207214286
13,89400001,94400000,13q31.3,0.06778203,0.0699,0.143287749,0.065686508,0.110994792,0.041016461,0.097449074,0.006868687,0.196019324,0.045085859,0.026714286,0.126641414,0.111812261,0.141280556,0.117251323,0.005666667,0.089380774,0.110704938,0.124320165,0.064253968,0.149416667,0.043815278,0.142059829,0.100025926,0.028655172,0.022501673,0.095851852,0.058521909,-0.017495556,-0.007949495,0.073572947,0.221214286
13,94400001,97500000,13q32.1,0.080185185,0.027769231,0.090461538,0.121629121,0.039882212,0.003339031,-0.017490385,-0.012017483,0.305672241,0.092020979,0,0.088786713,0.057612732,0.065519231,0.147992674,-0.023509615,0.062805532,0.121641595,0.136968091,0.009923077,0.014384615,0.046985769,0.141662722,0.106153846,0.058700265,0.045252085,0.176957265,0.069027086,0.031910769,0.013356643,0.080250167,0.221214286
13,97500001,98700000,13q32.2,0.077795885,0.019358333,0.073645299,0.108690476,0.005807292,-0.004740741,-0.064375,-0.036348485,0.257855072,0.059227273,0,0.086280303,0.046172414,0.00495,0.127571429,-0.052447917,0.061803371,0.132982716,0.161011111,-0.0455,0,0.0498375,0.123384615,0.154740741,0.1545,0.054970884,0.178111111,0.069219484,0.1575,0.028363636,0.086849275,0.221214286
13,98700001,101100000,13q32.3,0.074547628,0.026565789,0.058785425,0.105644737,0.040993421,-0.049265107,-0.098616228,-0.037710526,0.166322654,0.050327751,0,0.058009569,0.003793103,-0.040636842,0.09533584,0.013753289,0.07780958,0.131874074,0.143221053,-0.104199248,0,0.052345,0.150295547,0.158133333,0.151475499,0.052552632,0.178111111,0.065465159,0.087393684,0.021201555,0.08763341,0.173131579
13,101100001,104200000,13q33.1,0.061872912,0.040297059,0.019447964,0.098434874,0.044345588,-0.053509804,-0.146230392,0.003377005,0.031401535,0.059227273,0,0.067363636,0.003793103,-0.061576471,0.05732493,-0.0090625,0.076130205,0.117577342,0.137881046,-0.228,0,0.055276765,0.18658371,0.159317647,0.052350913,0.048707654,0.131196078,0.067939519,-0.007790588,0.014131684,0.06696624,0.174928571
13,104200001,106400000,13q33.2,0.070293827,0.0157,0.071769231,0.101464286,0.06296875,-0.056481481,-0.086833333,-0.001045455,0.033130435,0.059227273,0,0.126409091,0.003793103,-0.05355,0.062190476,-0.0090625,0.071168539,0.126111111,0.165074074,-0.228,0,0.07216,0.201923077,0.177688889,0.10337931,0.065481928,0.133,0.069380282,-0.00936,-0.002647727,0.073121739,0.174928571
13,106400001,109600000,13q33.3,0.080672977,0.004952778,0.071011396,0.062123016,0.111760417,-0.039814815,-0.077615741,-0.024722222,0.153497585,0.059227273,0,0.144484848,0.003793103,-0.0199,0.062190476,0.001875,0.054886392,0.146358025,0.164641975,-0.179928571,0,0.078682222,0.22965812,0.195733333,0.210524904,0.071067604,0.172555556,0.084273083,0.094497778,0.001140152,0.080510145,0.193626984
13,109600001,114364328,13q34,0.070297862,0.006319512,0.068706066,0.055191638,0.041875762,-0.018973803,-0.041252033,-0.048534368,0.056176034,0.063821508,0,0.144416851,-0.000982338,-0.05695,0.059198606,-0.0090625,0.032260071,0.139683107,0.109723939,-0.159810105,0.067487805,0.08113939,0.279621013,0.121844986,0.114841884,0.065663973,0.214417344,0.102223291,0.058269268,0.011792406,0.062880806,0.217
14,18200001,24100000,14q11.2,0.091918559,0.03123313,0.082007713,0.211719222,0.21838186,-0.001673291,0.13001355,0.022511826,0.07682538,0.027788618,0.249818815,0.029651515,0.066587609,-0.072371138,0.044842044,0.15730437,0.067566822,0.165796387,0.10953526,0.331479675,0.107258537,0.14648626,0.031851157,0.159818428,0.18837875,0.1690981,0.12295935,0.100782835,0.150395772,0.281229305,0.122376246,0.2205
14,24100001,32900000,14q12,0.035380976,0.053322541,0.022940311,0.078202576,0.08243084,-0.033258045,0.101363388,0.048124441,0.0093799,-0.001714605,0.01709719,0.029312221,0.048012436,-0.076152459,0.007798595,0.0399375,0.061337631,0.088888767,0.063404372,0.068174473,0.109113115,0.023331557,0.027633039,0.109282696,0.067095534,0.052222102,0.075916211,0.057778342,0.11016459,0.150177906,0.031368924,0.129673302
14,32900001,34800000,14q13.1,0.043716049,0.073621429,0.057274725,0.021515306,0.04309375,-0.027439153,0.191982143,0.027103896,0.035409938,-0.028155844,-0.027428571,0.099077922,0.008866995,-0.029592857,0.033564626,0.0399375,0.05594061,0.105844444,0.012295238,0.194714286,0.165,-0.002489286,0.077340659,0.178063492,0.047216749,0.050229776,0.049777778,0.056987928,0.12768,0.100954545,0.000756522,0.129989796
14,34800001,36100000,14q13.2,0.06340716,0.0657725,0.041564103,0.025482143,0.028903125,-0.020251852,0.219408333,0.0595,0.10363913,-0.050772727,0.017342857,0.090027273,0.012475862,-0.004775,0.047952381,0.0399375,0.037042697,0.110591111,0.026955556,0.207078571,0.165,0.008217,0.034923077,0.189806667,0.057386207,0.059425301,0.049777778,0.048005634,0.121252,0.103471591,0.028522609,0.2261
14,36100001,37400000,14q13.3,0.041188752,0.064783333,0.07117094,0.009884921,0.000510417,-0.028740741,0.111583333,0.064479798,0.071594203,-0.029590909,-0.027428571,0.040030303,-0.009689655,0.012311111,0.007047619,0.0399375,0.036524345,0.095612346,-0.007452675,0.149587302,0.165,-0.014716667,0.070769231,0.142745679,-0.069931034,0.023092369,0.049777778,0.047704225,0.08352,0.102387626,0.002877295,0.132452381
14,37400001,43000000,14q21.1,0.03451434,0.112765385,0.090157791,0.028758242,0.004235577,-0.042535613,0.113070513,0.124517483,0.032762542,-0.04465035,0.000131868,0.024335664,-0.013655172,-0.062973077,0.061564103,0.003072115,0.052893691,0.07874245,-0.002553276,0.149741758,0.152107692,-0.019171154,0.038023669,0.108470085,-0.06235809,0.023693234,0.049777778,0.045891658,0.09952,0.113645979,-0.008223411,0.154521978
14,43000001,46700000,14q21.2,0.018424198,0.070825,0.105946154,0.014535714,-0.01188125,-0.035818519,-0.0049625,0.031909091,0.061821739,0.007136364,0.044742857,0.097131818,-0.019831034,-0.02784,0.012852381,0,0.02944382,0.080094074,0.022008889,0,0.19109,-0.006124,0.075230769,0.128502222,-0.052196552,0.019128313,0,0.023567606,0.06724,0.093867045,-0.030444348,0.042914286
14,46700001,50400000,14q21.3,0.04661117,0.06175119,0.122255189,-0.025705782,0.005474702,-0.01768254,0.000281746,0.043575758,0.248186335,0.006766234,0.105363946,0.067054113,0.010333333,-0.011188095,0.084473923,0.018095238,0.04405832,0.084405291,-0.008495238,0.039119048,0.198590476,-0.005380476,0.035501832,0.116474074,0.048392447,0.01951463,0,0.024008719,0.094965714,0.085334957,0.002237267,0.058826531
14,50400001,53600000,14q22.1,0.018916049,0.052406522,0.115927536,0.002509317,-0.0123125,-0.04510628,-0.011480072,0.054181818,0.124973535,0.009662055,0.037487578,0.029211462,0.028943028,-0.022932609,0.050865424,0,0.022318515,0.064394847,-0.033852818,0.036928571,0.08556087,0.005451087,0.006397993,0.068822222,-0.010682159,0.010050812,0,-0.026609308,0.004608696,0.05315415,-0.053941021,0.0465
14,53600001,55000000,14q22.2,-0.015614815,0.013775,0.082785548,-0.084970779,-0.00121875,-0.040026936,0.023,0.003690083,-0.024466403,-0.031363636,0.002642857,0.060475207,0.026680251,-0.064027273,0.000181818,0,-0.007099081,0.019124579,-0.032103704,0.021318182,0,-0.013646818,-0.010426573,0.022838384,-0.042962382,-0.001313253,0.009777778,-0.046992958,-0.002163636,0.014431818,-0.061822134,0.055987013
14,55000001,57600000,14q22.3,-0.026128655,-0.005828947,0.075574899,-0.091618421,-0.025429276,-0.035185185,-0.03010307,0.007318182,-0.059102975,-0.004727273,0.002642857,-0.016583732,-0.017254083,-0.070434211,0.008596491,-0.002868421,-0.018558841,-0.017402339,-0.058272125,-0.071733083,0,-0.012595,-0.06291498,-0.024677193,-0.028406534,-0.020956246,0.022643275,-0.059568199,-0.007027368,-0.020661483,-0.08935103,0.042304511
14,57600001,61600000,14q23.1,-0.043286684,-0.00683125,0.065607143,-0.125387755,-0.033989955,-0.030521164,-0.05781994,0.000144481,-0.023914596,-0.059280844,0.012492347,-0.024,-0.016890394,-0.031394643,0.012493197,-0.005821429,-0.043713082,-0.049808466,-0.108246296,-0.121142857,0.002,-0.016092143,-0.12125,-0.071957143,0.002166256,-0.032332831,-0.029857143,-0.071431338,-0.035968571,-0.058724838,-0.122182609,0.053602041
14,61600001,64300000,14q23.2,-0.056702469,0.000821429,0.04525641,-0.14369898,-0.036379464,-0.009915344,-0.035821429,-0.038525974,-0.035177019,-0.049866883,-0.03019898,-0.041019481,0.036219212,-0.029667857,0.053540816,0,-0.058904494,-0.071143386,-0.128386243,-0.121142857,0,-0.012683929,-0.076307692,-0.088066667,-0.031071429,-0.035805508,-0.044,-0.085364185,-0.077688571,-0.067913149,-0.109037888,0.056836735
14,64300001,67400000,14q23.3,-0.062039065,-0.0265,0.015295788,-0.149343112,-0.040684152,-0.026966931,-0.066369048,-0.062108766,-0.046523292,-0.067936688,-0.043642857,-0.058350649,0.002543103,-0.054453571,-0.022340136,0,-0.05538443,-0.067083598,-0.127080423,-0.102936224,-0.003335714,-0.005856964,-0.074769231,-0.102269048,0.000511084,-0.032087995,-0.058857143,-0.083859155,-0.038302857,-0.059335633,-0.11310528,0.048770408
14,67400001,69800000,14q24.1,-0.043849383,0.037755263,0.018214575,-0.157637218,-0.016034539,-0.071506823,-0.059074561,-0.075476077,0.061448513,-0.040543062,-0.015150376,-0.039023923,0.017493648,-0.076857895,0.072799499,0.009427632,-0.033876404,-0.053265887,-0.113634698,-0.067691729,-0.0055,0.009353947,-0.045890688,-0.065439766,0.079362976,-0.0095,-0.044,-0.062612676,0.028562105,-0.068099282,-0.094542792,0.114330827
14,69800001,73300000,14q24.2,-0.040670142,-0.00284537,0.029810066,-0.170898148,-0.052241898,-0.0888107,-0.051188272,-0.03396633,-0.012708535,-0.020400673,-0.025550265,-0.057974747,0.050951469,-0.101731481,0.015449735,-0.032877315,-0.015729921,-0.037851029,-0.127792593,-0.028015873,-0.00377037,0.006426667,-0.052635328,-0.049150617,-0.020583653,-0.009929719,-0.033444444,-0.059252739,-0.006,-0.075273148,-0.065089533,0.020846561
14,73300001,78800000,14q24.3,0.000426403,0.033120667,0.067656068,-0.080730952,-0.044274167,-0.134883457,-0.041223333,-0.008935152,-0.033810435,0.053006061,-0.011013333,-0.050460606,0.02734023,-0.027105333,-0.004029841,-0.084504167,0.017185918,0.00801284,-0.042740148,0.019210476,0,0.0424364,-0.003890256,0.008143407,0.049732414,0.05046988,0.0056,-0.009221972,0.015352533,-0.039625455,-0.004815652,-0.027082857
14,78800001,83100000,14q31.1,0.029357407,0.071153125,0.135583333,0.027955357,-0.08478125,-0.139162037,-0.021958333,-0.027863636,-0.047255435,0.041022727,0.002955357,-0.045727273,0.009327586,-0.0457,-0.007077381,-0.1295,0.083896067,0.050274074,-0.061853704,0,0,0.07749125,0.031326923,0.046241667,0.267185345,0.054698042,0,0.065203345,0.024695,-0.010541193,-0.012282609,-0.002642857
14,84400001,89300000,14q31.3,0.0506393,0.019875,0.160076923,0.06808631,0.067598958,-0.101975309,-0.0015,-0.045988636,0.107094203,0.016753788,0,-0.009219697,-0.02137931,-5.83E-05,-0.077809524,-0.09434375,0.068383895,0.068749383,-0.057768519,0.032214286,0.006891667,0.073375,0.042076923,0.096933333,0.190143678,0.041726406,0,0.063468897,0.066123333,-0.008070076,0.024589855,0.009285714
14,89300001,91400000,14q32.11,0.05198321,0.019875,0.132647863,0.06645,0.08383125,-0.081330864,-0.009588889,0.002027273,-0.025153623,-0.002330303,0,0.015818182,-0.001427586,-0.1179,-0.077809524,-0.135133333,0.055349064,0.083208395,-0.050219753,0.032214286,0,0.080376333,0.042405128,0.110524444,0.143701149,0.045488755,0,0.08423662,0.070570667,0.002908333,0.038990145,0.006580952
14,91400001,94200000,14q32.12,0.04984437,0.01570303,0.121142968,0.055070346,0.08725,-0.04108642,-0.032380051,0.016429752,-0.073289855,-0.020016529,0,-0.020479339,0.005827586,-0.098457576,-0.077809524,-0.136,0.080060947,0.092773737,-0.06052009,0.032214286,0,0.075236364,0.083923077,0.159973064,0.084635319,0.043518985,0.027191919,0.103349125,0.069246061,-0.003748623,0.035749934,0.01487013
14,94200001,95800000,14q32.13,0.052476029,0.007490625,0.111909188,0.061440476,0.089824219,0.019109568,-0.042916667,0.021545455,-0.076641304,-0.034590909,0,-0.010926136,0.005827586,-0.09785,-0.086309524,-0.136,0.083455524,0.097449383,-0.078189198,0.032214286,0,0.080243125,0.070192308,0.178274074,0.076482759,0.045160141,0,0.116477406,0.06864,0.001147254,0.043133333,0.018107143
14,95800001,100900000,14q32.2,0.054609097,0.004361842,0.115968511,0.075073308,0.052096491,-0.030787524,-0.041230263,-0.012375598,-0.005511823,-0.03026236,0,0.034333333,-0.027346038,-0.055232456,-0.06257477,-0.136,0.097273605,0.095476283,-0.040306043,0.003404762,-0.005721053,0.078871842,0.081094467,0.160253021,0.122286751,0.03719795,-0.014335283,0.139836546,0.072101053,0.010683014,0.050333333,-0.031230576
14,100900001,102700000,14q32.31,0.060223911,0.011240441,0.11671267,0.068258141,0.03925023,-0.031385621,-0.041875,-0.014311497,0.042465473,-0.007784091,-0.003523109,0.048343583,-0.04156643,-0.026125735,-0.06822479,-0.136,0.108145654,0.09804085,-0.025812092,-0.014857143,0,0.070047426,0.079153846,0.155197712,0.133407201,0.031333584,-0.026402778,0.152655085,0.069012353,0.019954545,0.068234719,-0.044068803
14,102700001,103500000,14q32.32,0.110367452,0.089411364,0.183144522,0.210048701,0.117173295,0.051936027,0.065382576,0.021727273,0.078051383,-0.007235537,0.031038961,0.110516529,0.050689655,0.029372727,0.021333333,-0.136,0.146847804,0.1638633,0.02596431,-0.014857143,0.0956,0.099311364,0.104272727,0.185723232,0.220789969,0.064226725,-0.027555556,0.186151088,0.098865455,0.086557851,0.118641897,0.008941558
14,103500001,107043718,14q32.33,0.116689986,0.12751,0.155295157,0.351310317,0.096429861,0.051897942,0.004472222,0.021727273,0.078883092,0.000755556,0.007279365,0.094889899,0.034349425,0.086268889,0.00962328,-0.136,0.206418727,0.164756708,0.020505514,-0.014857143,0.0956,0.136807111,0.187083761,0.19572,0.316488889,0.09104739,-0.032508642,0.205415493,0.078771556,0.121154545,0.117379517,0.019698413
15,19000001,20500000,15q11.1,-0.04028642,-0.05525,0.031923077,-0.091571429,0.08828125,0.046518519,0.0795,-0.0845,-0.010869565,-0.051090909,0.083642857,0.107818182,0.026793103,-0.08005,-0.016809524,0,-0.524573034,-0.00202963,-0.023844444,0.1835,0.1684,-0.02961,0.160076923,-0.030266667,0.069724138,-0.022512048,0.046777778,-0.056985915,0.0264,-0.004022727,-0.061521739,0.145928571
15,20500001,25500000,15q11.2,-0.044828665,-0.061792773,-0.002335136,-0.066696708,0.104006348,-0.036655671,0.023969401,-0.110365057,-0.000342731,-0.051647017,-0.008231585,0.038707386,0.040002155,-0.107294922,-0.00284747,0,-0.540054863,-0.006977604,-0.014167419,0.145046875,0.1684,-0.036869453,0.074036659,-0.033314931,0.017939116,-0.019374059,0.079954861,-0.063852718,0.017417813,-0.005017223,-0.049643614,0.057710379
15,25500001,27800000,15q12,-0.049565123,-0.072134375,-0.038378205,-0.069625,0.045550781,-0.137365741,0.108385417,-0.126494318,0.067972826,-0.027681818,-0.081785714,-0.009835227,0.004935345,0.00346875,0.000452381,0.0268125,-0.53206882,-0.046871296,-0.029339815,0.023017857,0.12685,-0.05219375,-0.066144231,-0.029827778,-0.000396552,-0.007213855,0.093444444,-0.083411092,0.0125,-0.035225852,-0.036106522,0.062946429
15,27800001,30000000,15q13.1,-0.070549944,-0.066875,-0.066025641,-0.082964286,-0.060235795,-0.151148148,0.028958333,-0.150636364,0.05986166,-0.051409091,-0.088785714,-0.047136364,0.112448276,-0.108040909,-0.027675325,0,-0.661539326,-0.086564983,-0.030024916,-0.038285714,0.0853,-0.069028182,-0.121846154,-0.074216162,0.00168652,-0.064095838,0.093444444,-0.106138924,0.057123636,-0.042243802,-0.050530435,0.080714286
15,30000001,30900000,15q13.2,-0.068960494,-0.066875,-0.05280057,-0.082964286,-0.068055556,-0.153123457,-0.001666667,-0.150636364,0.05557971,-0.06019697,-0.046738095,-0.047136364,0.117429119,-0.102544444,-0.029666667,0,-0.675795256,-0.090329218,-0.030702881,-0.038285714,0.0853,-0.069720556,-0.109752137,-0.048059259,0.005609195,-0.060453146,0.093444444,-0.10720579,0.06712,-0.022941919,-0.049090821,0.082634921
15,30900001,33400000,15q13.3,-0.060514815,-0.065673214,-0.042849817,-0.081563776,-0.043848214,-0.129124339,-0.015547619,-0.134577922,0.08126087,-0.064863636,-0.025714286,-0.046126623,0.09562069,-0.064425,-0.020972789,0,-0.670610754,-0.075553968,-0.029919577,-0.022178571,0.006092857,-0.064591071,-0.03960989,-0.042901587,-0.010775862,-0.054015921,0.098142857,-0.100479879,0.070514286,-0.013747565,-0.050418634,0.08747449
15,33400001,39800000,15q14,-0.085126306,-0.078482692,-0.092894806,-0.074467033,-0.065439904,-0.1655717,-0.026482906,-0.141667832,0.027201784,-0.0665,-0.02920696,-0.037278555,0.00598939,-0.090251282,-0.04426862,0,-0.683690579,-0.101558025,-0.053983476,-0.040163004,-0.015115385,-0.064374872,-0.076684418,-0.081221652,-0.019782493,-0.052861446,0.056760684,-0.118555616,-0.004828718,-0.070293706,-0.076986399,-0.022305861
15,39800001,42500000,15q15.1,-0.121339746,-0.080123134,-0.136846919,-0.085849147,-0.132267257,-0.232855169,-0.070812189,-0.190786296,-0.083093446,-0.068991859,-0.113666311,-0.05302171,-0.034963973,-0.131191791,-0.040991471,-0.012886194,-0.686622841,-0.121170923,-0.080677501,-0.053222814,-0.068502985,-0.076676418,-0.138925373,-0.159519071,-0.117825528,-0.068671822,0.084852405,-0.143456801,-0.004187463,-0.137266282,-0.13377573,-0.085261194
15,42500001,43300000,15q15.2,-0.1086633,-0.007368182,-0.147461538,-0.132474026,-0.128491477,-0.231441077,-0.048875,-0.160045455,-0.080517787,-0.112177686,-0.115214286,-0.105363636,-0.027034483,-0.133190909,-0.025238095,0,-0.651180797,-0.125288215,-0.074186532,-0.038987013,-0.1539,-0.066015909,-0.184825175,-0.140577778,-0.12961442,-0.060528478,0.093444444,-0.125971191,0.002370909,-0.124182851,-0.138906719,-0.07775974
15,43300001,44500000,15q15.3,-0.09888547,-0.005080769,-0.13664497,-0.132054945,-0.11841226,-0.228220798,-0.0511875,-0.159230769,-0.055120401,-0.104758741,-0.115214286,-0.106741259,-0.031412467,-0.152230769,-0.006232601,0,-0.59016465,-0.120674644,-0.051190313,-0.038763736,-0.150461538,-0.046698654,-0.161094675,-0.126369231,-0.06080504,-0.046475672,0.08625641,-0.117511647,0.024470769,-0.102921329,-0.122580602,-0.0415
15,44500001,49200000,15q21.1,-0.075979677,0.026494872,-0.121108481,-0.098903846,-0.139018429,-0.203108262,-0.09492735,-0.100979021,0.028827202,-0.052073427,-0.106173993,-0.102954545,-0.051911583,-0.124715385,-0.03704884,-0.00268109,-0.456225007,-0.080731054,-0.039075973,-0.026650183,-0.062366667,-0.029113205,-0.056278107,-0.126311111,-0.070007073,-0.040621563,-0.019059829,-0.088555435,0.032428718,-0.068052448,-0.104299666,-0.083686813
15,49200001,52600000,15q21.2,-0.03545037,0.011865714,-0.052574359,-0.051321429,-0.044175893,-0.078751323,-0.075866667,-0.006671429,0.041908075,-0.051409091,0.005261224,-0.064037662,-0.058285714,-0.092667143,0.000586395,-0.004596429,-0.30677175,-0.008531429,-0.014031534,0.083736735,-0.060814286,-0.010024857,0.012573626,-0.112606349,-0.109919212,-0.028280895,-0.049555556,-0.054378672,-0.006353143,0.026986039,-0.086127702,-0.079344898
15,52600001,58800000,15q21.3,-0.027139506,-0.005949219,-0.066576923,-0.026719866,-0.014077148,-0.066303241,-0.049701823,-0.03178125,0.006929348,-0.042660511,-0.020892857,-0.070444602,-0.03377694,-0.095015625,-0.008084821,0.006074219,-0.223250351,-0.018511343,-0.01595,0.059917411,0.080065625,-0.002916406,-0.05528125,-0.123199306,-0.095997845,-0.020730045,-0.04171875,-0.032720951,-0.03306875,0.034373224,-0.069259511,-0.031685268
15,58800001,59000000,15q22.1,-0.021082716,-0.012825,-0.074641026,0.029464286,-0.01196875,-0.05462963,-0.0383125,-0.080227273,-0.011,-0.027681818,0,-0.038181818,-0.032982759,-0.07475,-0.010285714,0,-0.195410112,-0.019237037,-0.024077778,0.065571429,0.0853,-0.007575,-0.048076923,-0.123777778,-0.077482759,-0.020277108,-0.084888889,-0.016485915,-0.02232,0.053488636,-0.048565217,0
