28.02,0.19606,0.12038,-0.32417,0.20719,0.0047605,0.099867,0.39467,0.081745,0.23173,-0.086752,0.25143,-0.086194,-0.046217,-0.026523,-0.06934,-0.099977,-0.20856,0.1694,0.08142,0.079187,-0.17177,0.013408,0.1502,0.0070124,-0.1197,0.18561,-0.068766,-0.060649,-0.072754,-0.042603,-0.010973
-0.085343,27.892,-0.084001,-0.3988,-0.12779,-0.12898,-0.12628,-0.3271,-0.072384,-0.21822,-0.31754,-0.0075406,-0.043897,-0.12218,0.21352,-0.43555,-0.46787,-1.1004,-1.3041,-0.50067,-0.32014,-1.1629,-0.20739,-0.69186,-0.53012,-1.2136,-0.51081,-1.1566,-0.45776,-0.81642,-1.1065,-0.63766
-0.081559,-0.10401,27.968,-0.39082,-0.11374,-0.11159,-0.11348,-0.26591,-0.12117,-0.14536,-0.30818,-0.027505,-0.083169,-0.11636,-0.0043688,-0.29119,-0.448,-1.0598,-1.3128,-0.46424,-0.4667,-1.1013,-0.16234,-0.71347,-0.5013,-1.1336,-0.39714,-1.1546,-0.44454,-0.79507,-1.0756,-0.6085
-0.080371,-0.13243,-0.097301,-0.40134,27.911,0.029929,0.53566,-0.29394,-0.16211,-0.29918,-0.33102,0.70338,-0.16386,-0.061134,1.1328,-0.45717,-0.48133,-1.1442,-1.3863,-0.51814,-0.60326,-1.2011,-0.23355,-0.7627,-0.59068,-1.2581,-0.56108,-1.2302,-0.47049,-0.85422,-1.147,-0.68551
-0.090592,-0.13243,0.7112,-0.40136,-0.19747,-0.14581,1.2729,-0.34963,-0.16205,-0.30158,-0.33096,1.175,23.758,-0.14129,2.9064,-0.46799,-0.48128,-1.1442,0.65333,-0.51805,1.2322,-1.2008,-0.23356,-0.56566,-0.29497,-1.2578,-0.56111,-1.1992,-0.47662,-0.85397,-1.0772,-0.68533
-0.089106,-0.13175,-0.087128,-0.40073,-0.19532,27.959,-0.13749,-0.32506,-0.15705,-0.04861,-0.32917,0.81159,-0.15578,-0.1382,-0.11261,-0.46734,-0.47691,-1.1409,-1.3841,-0.51566,-0.55624,-1.1946,-0.23318,-0.74825,-0.57439,-1.2492,-0.55507,-1.2252,-0.47575,-0.85202,-1.1427,-0.67791
-0.073996,0.16676,-0.048921,-0.38383,-0.19706,-0.11566,-0.031583,0.19738,-0.11144,-0.019204,-0.27583,27.888,-0.12042,-0.13145,-0.07037,0.19481,-0.42206,-0.89245,-1.1817,-0.19217,-0.572,-0.92579,-0.21266,-0.47186,-0.26011,-0.7863,0.16912,-1.063,-0.44091,-0.67049,-1.0116,-0.50173
-0.085425,0.10002,0.087724,-0.37762,-0.19747,-0.12082,-0.13991,-0.21675,-0.075032,-0.055314,-0.29978,-0.0833,-0.14798,-0.13807,27.743,-0.37756,-0.43418,-0.66994,-1.0897,-0.26159,-0.5638,0.44877,0.60078,0.035597,0.014487,-0.43049,-0.25016,-0.83103,-0.47261,-0.64518,-1.0623,-0.48117
-0.070443,-0.12583,0.28862,-0.392,-0.19708,-0.13488,0.37709,-0.34918,-0.15513,27.759,-0.32855,0.14142,-0.16553,-0.13233,0.38019,0.22189,-0.47823,-1.1425,-1.3638,-0.18192,-0.6158,-1.1745,-0.23356,-0.75431,-0.58678,-1.2547,-0.53585,-0.7767,-0.4684,-0.8416,-0.58463,-0.68286
-0.090185,-0.13042,-0.077817,-0.40119,-0.19587,-0.143,27.876,-0.34892,-0.15609,0.23644,-0.33086,0.50428,-0.13974,-0.14022,-0.11063,-0.46695,-0.48097,-1.1432,-1.3861,-0.51807,-0.60378,-1.2007,-0.22742,-0.76244,-0.59002,-1.2573,-0.56026,-1.2299,-0.47654,-0.85395,-1.1469,-0.68493
-0.07155,-0.029146,0.40611,-0.40095,-0.19599,-0.14588,0.51073,27.763,-0.15393,0.412,-0.33054,-0.060332,-0.16528,-0.12953,0.24886,-0.46797,-0.48106,-1.1441,-1.3861,-0.51641,-0.61439,-1.201,-0.23338,-0.76224,-0.59013,-1.2571,-0.56107,-1.2298,-0.47652,-0.85289,-1.1457,-0.68459
-0.090221,-0.13214,-0.070872,-0.40118,-0.19657,-0.14116,-0.10368,-0.34697,27.94,-0.30009,-0.33077,-0.11265,-0.1618,-0.13796,-0.034689,-0.46718,-0.48103,-1.1438,-1.3858,-0.51702,-0.61371,-1.2007,-0.23333,-0.76233,-0.59007,-1.2575,-0.55973,-1.2295,-0.47615,-0.85376,-1.1466,-0.68497
-0.038588,-0.13238,-0.1132,-0.40137,-0.19747,-0.14594,-0.14215,2.07,-0.1312,2.906,-0.33102,-0.1365,14.348,2.2095,-0.13598,2.7177,-0.48135,-0.084204,-1.3863,-0.51815,-0.6159,-1.2011,3.5649,-0.7627,-0.59068,-1.2581,0.63877,-1.2302,-0.47675,-0.85423,-1.1472,-0.68525
-0.090589,-0.13237,-0.067872,-0.40134,-0.19745,-0.14588,-0.14193,-0.34612,0.071633,-0.11304,-0.33101,0.70025,-0.1076,27.698,0.81224,-0.46794,-0.48125,-1.1442,-1.3863,-0.51815,-0.61346,-1.201,-0.23356,-0.76269,-0.59061,-1.258,-0.5611,-1.2302,-0.47671,-0.85419,-1.1472,-0.68546
